_id,address,dir,end_date,flash_speed,geometry,min_speed,schedule,sign_id,sign_name,speed_limit,start_date,strobe_speed,ward_no
10874,323 Jones Avenue,NB,2021-01-20T11:00:00,41,"{'type': 'Point', 'coordinates': (-79.336518, 43.671397)}",5,Weekdays from 7 AM - 9 PM,1964,Jones Ave NB ,40,2020-02-21T14:00:00,46,14.0
10875,745 Palmerston Avenue,NB,,31,"{'type': 'Point', 'coordinates': (-79.415033, 43.66848800000001)}",20,Weekdays from 7 AM - 9 PM,188,Palmerston Ave NB ,30,2019-04-15T06:00:00,36,11.0
10876,734 Palmerston Avenue,SB,,31,"{'type': 'Point', 'coordinates': (-79.415213, 43.668493)}",20,Weekdays from 7 AM - 9 PM,264,Palmerston Ave SB ,30,2019-04-15T05:00:00,36,11.0
10877,"3, Promenade Circle",,2021-07-27T23:00:00,31,"{'type': 'Point', 'coordinates': (-79.451084678467, 43.80853664936)}",20,Weekdays from 7 AM - 9 PM,11174,D - ,30,2022-07-17T00:00:00,36,
10878,656 Dundas Street West,EB,,41,"{'type': 'Point', 'coordinates': (-79.40318800000001, 43.651898)}",30,Weekdays from 7 AM - 9 PM,386,Dundas St W EB ,40,2019-04-11T11:00:00,46,11.0
10879,293 Ossington Avenue,NB,,31,"{'type': 'Point', 'coordinates': (-79.421226, 43.650708)}",20,Weekdays from 7 AM - 9 PM,471,Ossington Ave NB ,30,2019-05-24T12:00:00,36,11.0
10880,124 Rosedale Heights Drive,WB,,31,"{'type': 'Point', 'coordinates': (-79.377673, 43.68775)}",20,Weekdays from 7 AM - 9 PM,721,Rosedale Hts WB ,30,2019-04-11T09:00:00,36,11.0
10881,798 Euclid Avenue,NB,,31,"{'type': 'Point', 'coordinates': (-79.416317, 43.668008)}",20,Weekdays from 7 AM - 9 PM,727,Euclid Ave NB ,30,2019-04-12T08:00:00,36,11.0
10882,145 Broadview Avenue,NB,2021-04-07T14:00:00,41,"{'type': 'Point', 'coordinates': (-79.350281, 43.660096)}",5,Weekdays from 7 AM - 9 PM,2170,Broadview Ave NB ,40,2020-04-29T11:00:00,46,14.0
10883,745 Palmerston Avenue,SB,,31,"{'type': 'Point', 'coordinates': (-79.415033, 43.66848800000001)}",20,Weekdays from 7 AM - 9 PM,2105,Palmerston Ave SB ,30,2020-03-23T00:00:00,36,11.0
10884,521 Huron Street,NB,,31,"{'type': 'Point', 'coordinates': (-79.402653, 43.670252)}",20,Weekdays from 7 AM - 9 PM,2577,Huron St NB ,30,2021-01-06T09:00:00,36,11.0
10885,88 Garnet Avenue,EB,,31,"{'type': 'Point', 'coordinates': (-79.424016, 43.668496)}",20,Weekdays from 7 AM - 9 PM,2589,Garnet Ave EB ,30,2021-01-12T09:00:00,36,11.0
10886,42 Keewatin Avenue,EB,2020-10-16T14:00:00,31,"{'type': 'Point', 'coordinates': (-79.398038, 43.712579)}",20,Weekdays from 7 AM - 9 PM,94,Keewatin Ave EB ,30,2017-11-30T15:00:00,36,15.0
10887,570 Alden Road,WB,,41,"{'type': 'Point', 'coordinates': (-79.40150100000001, 43.652245)}",5,Weekdays from 7 AM - 9 PM,2598,Dundas St WB ,40,2021-01-27T00:00:00,46,11.0
10888,3 Portsmith Road,SB,2021-07-07T22:00:00,31,"{'type': 'Point', 'coordinates': (-79.370873, 43.753903)}",20,Weekdays from 7 AM - 9 PM,169,Banbury Rd SB ,30,2019-03-20T07:00:00,36,15.0
10889,341 Banbury Road,NB,2020-01-20T15:00:00,31,"{'type': 'Point', 'coordinates': (-79.370695, 43.754006)}",20,Weekdays from 7 AM - 9 PM,248,Banbury Rd NB ,30,2019-03-20T07:00:00,36,15.0
10890,33 Erskine Avenue,EB,2020-10-16T14:00:00,31,"{'type': 'Point', 'coordinates': (-79.398131, 43.711185)}",20,Weekdays from 7 AM - 9 PM,267,Erskine Ave EB ,30,2017-11-30T16:00:00,36,15.0
10891,194 Keewatin Avenue,WB,2020-10-16T14:00:00,31,"{'type': 'Point', 'coordinates': (-79.3933369449827, 43.7135894101286)}",20,Weekdays from 7 AM - 9 PM,350,Keewatin Ave WB ,30,2017-11-30T15:00:00,36,15.0
10892,303 Blythwood Road ,EB,2020-10-16T14:00:00,41,"{'type': 'Point', 'coordinates': (-79.3908789821768, 43.7185310166242)}",30,Weekdays from 7 AM - 9 PM,366,Blythwood Rd EB ,40,2017-01-12T11:00:00,46,15.0
10893,OPP 49 ESSEX,WB,,41,"{'type': 'Point', 'coordinates': (-79.422246, 43.668003)}",5,Weekdays from 7 AM - 9 PM,2670,ESSEX ST WB ,40,2021-04-21T11:00:00,46,11.0
10894,"1, Promenade Circle",,2022-05-17T09:00:00,31,"{'type': 'Point', 'coordinates': (-79.451184288271, 43.808437432322)}",20,Weekdays from 7 AM - 9 PM,11538,D - ,30,2022-07-17T00:00:00,36,
10895,22 SOUTH DR,NB,,31,"{'type': 'Point', 'coordinates': (-79.382347062518, 43.677513480997)}",20,Weekdays from 7 AM - 9 PM,2908,SOUTH DR NB ,30,2022-04-07T00:00:00,36,11.0
10896,636 Glenholme Avenue,SB,,31,"{'type': 'Point', 'coordinates': (-79.445134, 43.696118)}",20,Weekdays from 7 AM - 9 PM,178,Glenholme Ave SB ,30,2019-04-03T08:00:00,36,12.0
10897,338 Melita Avenue,EB,,31,"{'type': 'Point', 'coordinates': (-79.425696, 43.673817)}",20,Weekdays from 7 AM - 9 PM,181,Melita Cres EB ,30,2019-04-11T06:00:00,36,12.0
10898,"3, Promenade Circle",,2022-07-07T06:00:00,41,"{'type': 'Point', 'coordinates': (-79.450984641926, 43.808623346942)}",5,Weekdays from 7 AM - 9 PM,14596,D - ,40,2022-07-17T00:00:00,46,
10899,502 Blythwood Road ,WB,2020-09-23T23:00:00,41,"{'type': 'Point', 'coordinates': (-79.3853321739352, 43.7198530928342)}",30,Weekdays from 7 AM - 9 PM,608,Blythwood Rd WB ,40,2017-01-12T11:00:00,46,15.0
10900,"3, Promenade Circle",,2022-06-16T13:00:00,51,"{'type': 'Point', 'coordinates': (-79.451146710061, 43.808957791871)}",30,Weekdays from 7 AM - 9 PM,15437,D - ,50,2022-07-17T00:00:00,56,
10901,837 Millwood Road  ,,2017-03-01T12:00:00,41,"{'type': 'Point', 'coordinates': (-79.36717943864612, 43.7048113785559)}",30,Weekdays from 7 AM - 9 PM,708,Millwood ,40,2016-01-01T10:00:00,46,15.0
10902,631 Glenholme Avenue,NB,,31,"{'type': 'Point', 'coordinates': (-79.444763, 43.695687)}",20,Weekdays from 7 AM - 9 PM,219,Glenholme Ave NB ,30,2019-04-11T09:00:00,36,12.0
10903,837 Millwood Road  ,WB,2017-03-01T12:00:00,41,"{'type': 'Point', 'coordinates': (-79.36717943864612, 43.7048113785559)}",30,Weekdays from 7 AM - 9 PM,2160,Millwood Rd WB ,40,2020-04-16T00:00:00,46,15.0
10904,"1, Promenade Circle",,2022-06-15T09:00:00,41,"{'type': 'Point', 'coordinates': (-79.451954132871, 43.808950664775)}",5,Weekdays from 7 AM - 9 PM,17474,D - ,40,2022-07-17T00:00:00,46,
10905,273-275 Vaughan Road,WB,,31,"{'type': 'Point', 'coordinates': (-79.426913, 43.688857)}",20,Weekdays from 7 AM - 9 PM,316,Vaughan Rd WB ,30,2019-04-12T06:00:00,36,12.0
10906,142 Ava Road,EB,,31,"{'type': 'Point', 'coordinates': (-79.43043, 43.696739)}",20,Weekdays from 7 AM - 9 PM,436,Ava Rd EB ,30,2018-12-07T10:00:00,36,12.0
10907,338 Vaughan Road,EB,,31,"{'type': 'Point', 'coordinates': (-79.429282, 43.688743)}",20,Weekdays from 7 AM - 9 PM,594,Vaughan Rd EB ,30,2019-04-11T05:00:00,36,12.0
10908,142 Ava Road,WB,,31,"{'type': 'Point', 'coordinates': (-79.43043, 43.696739)}",20,Weekdays from 7 AM - 9 PM,2112,Ava Rd WB ,30,2020-03-24T00:00:00,36,12.0
10909,TWEEDSMUIR AVE 89M N/OF ST CLAIR AVE,NB,,31,"{'type': 'Point', 'coordinates': (-79.413639441265, 43.685025043528)}",20,Weekdays from 7 AM - 9 PM,2846,TWEEDSMUIR AVE NB ,30,2022-02-28T13:00:00,36,12.0
10910,55 BROWNLOW AVE,NB,,31,"{'type': 'Point', 'coordinates': (-79.390870487827, 43.706773448498)}",20,Weekdays from 7 AM - 9 PM,2859,BROWNLOW AVE NB ,30,2022-03-01T13:00:00,36,12.0
10911,48 Grenoble Drive,WB,2020-10-17T23:00:00,31,"{'type': 'Point', 'coordinates': (-79.331486, 43.716434)}",20,Weekdays from 7 AM - 9 PM,647,Grenoble Dr WB ,30,2017-05-26T12:00:00,36,16.0
10912,83 Alexander Street,SB,,31,"{'type': 'Point', 'coordinates': (-79.378701, 43.664014)}",20,Weekdays from 7 AM - 9 PM,9,Mutual St SB ,30,2018-02-05T15:00:00,36,13.0
10913,417 Sherbourne Street,NB,,31,"{'type': 'Point', 'coordinates': (-79.373619, 43.664843)}",20,Weekdays from 7 AM - 9 PM,541,Sherbourne St NB ,30,2018-02-05T08:00:00,36,13.0
10914,437 Sherbourne Street,SB,,31,"{'type': 'Point', 'coordinates': (-79.374199, 43.666165)}",20,Weekdays from 7 AM - 9 PM,553,Sherbourne St SB ,30,2018-02-05T08:00:00,36,13.0
10915,1342 York Mills Road,WB,2020-06-04T04:00:00,41,"{'type': 'Point', 'coordinates': (-79.320141, 43.762526)}",5,Weekdays from 7 AM - 9 PM,1966,York Mills Rd WB ,40,2020-02-25T10:00:00,46,16.0
10916,437 Sherbourne Street,NB,,31,"{'type': 'Point', 'coordinates': (-79.374199, 43.666165)}",20,Weekdays from 7 AM - 9 PM,1997,Sherbourne St NB ,30,2020-03-10T00:00:00,36,13.0
10917,90 Alexander Street,EB,,31,"{'type': 'Point', 'coordinates': (-79.379519, 43.663912)}",20,Weekdays from 7 AM - 9 PM,2124,Alexander St EB ,30,2020-03-30T11:00:00,36,13.0
10918,437 Shuter St,EB,,31,"{'type': 'Point', 'coordinates': (-79.360687, 43.657881)}",20,Weekdays from 7 AM - 9 PM,2632,SHUTER ST EB ,30,2021-02-10T13:00:00,36,13.0
10919,82 HOMEWOOD AVE,SB,,41,"{'type': 'Point', 'coordinates': (-79.375528950781, 43.665596382986)}",5,Weekdays from 7 AM - 9 PM,10919,HOMEWOOD AVE SB ,40,2022-07-18T07:00:00,46,13.0
10920,140 Glebeholme Boulevard,WB,,31,"{'type': 'Point', 'coordinates': (-79.332557, 43.684151)}",20,Weekdays from 7 AM - 9 PM,55,Glebeholme Blvd WB ,30,2019-04-03T08:00:00,36,14.0
10921,226 Broadview Avenue,SB,,41,"{'type': 'Point', 'coordinates': (-79.351235, 43.661865)}",30,Weekdays from 7 AM - 9 PM,71,Broadview Ave SB ,40,2018-02-02T14:00:00,46,14.0
10922,180 Carlaw Avenue,SB,,31,"{'type': 'Point', 'coordinates': (-79.340014, 43.660605)}",20,Weekdays from 7 AM - 9 PM,172,Carlaw Ave SB ,30,2018-02-02T13:00:00,36,14.0
10923,"1, Promenade Circle",,2017-03-01T12:00:00,41,"{'type': 'Point', 'coordinates': (-79.451336500316, 43.808328003876)}",30,Weekdays from 7 AM - 9 PM,10945,D - ,40,2022-07-17T00:00:00,46,
10924,800 Greenwood Avenue,WB,,31,"{'type': 'Point', 'coordinates': (-79.334377, 43.682012)}",20,Weekdays from 7 AM - 9 PM,413,Strathmore Blvd WB ,30,2019-04-15T10:00:00,36,14.0
10925,146 Whitehall Drive,NB,,41,"{'type': 'Point', 'coordinates': (-79.440439, 43.671895)}",5,Weekdays from 7 AM - 9 PM,2639,DUFFERIN ST NB ,40,2021-03-01T12:00:00,46,9.0
10926,123 Blake Street,NB,,31,"{'type': 'Point', 'coordinates': (-79.339621, 43.675992)}",20,Weekdays from 7 AM - 9 PM,479,Blake St NB ,30,2019-03-11T07:00:00,36,14.0
10927,28 Broadway Avenue,WB,,31,"{'type': 'Point', 'coordinates': (-79.397357, 43.709914)}",20,Weekdays from 7 AM - 9 PM,416,Broadway Ave WB ,30,2019-03-20T06:00:00,36,15.0
10928,127 ST PARTICK ST,NB,2022-10-24T12:00:00,31,"{'type': 'Point', 'coordinates': (-79.389920323296, 43.653697895481)}",20,Weekdays from 7 AM - 9 PM,2883,ST PATRICK ST NB ,30,2022-03-11T08:00:00,36,10.0
10929,5 Elm Avenue,SB,,51,"{'type': 'Point', 'coordinates': (-79.37977, 43.673609)}",30,Weekdays from 7 AM - 9 PM,943,Mt. Pleasant Rd SB ,50,2020-01-31T14:00:00,56,11.0
10930,64 Erskine Avenue,WB,,31,"{'type': 'Point', 'coordinates': (-79.396541, 43.711757)}",20,Weekdays from 7 AM - 9 PM,540,Erskine Ave WB ,30,2017-11-30T15:00:00,36,15.0
10931,7 Snowcrest Avenue,SB,2020-02-24T23:00:00,41,"{'type': 'Point', 'coordinates': (-79.387372, 43.792925)}",30,Weekdays from 7 AM - 9 PM,104,Snowcrest Ave SB ,40,2019-01-01T00:00:00,46,17.0
10932,5 Elm Avenue,NB,,51,"{'type': 'Point', 'coordinates': (-79.37977, 43.673609)}",30,Weekdays from 7 AM - 9 PM,2154,Mt. Pleasant Rd NB ,50,2020-04-16T00:00:00,56,11.0
10933,701 Greenwood Avenue,NB,,31,"{'type': 'Point', 'coordinates': (-79.332991, 43.683007)}",20,Weekdays from 7 AM - 9 PM,515,Greenwood Ave NB ,30,2019-04-03T09:00:00,36,14.0
10934, Plains Road,EB,,31,"{'type': 'Point', 'coordinates': (-79.332489, 43.695138)}",20,Weekdays from 7 AM - 9 PM,612,Plains Rd EB ,30,2018-02-02T15:00:00,36,14.0
10935,10 Snowcrest Avenue,NB,2021-01-21T12:00:00,31,"{'type': 'Point', 'coordinates': (-79.38674, 43.792513)}",20,Weekdays from 7 AM - 9 PM,280,Snowcrest Ave NB ,30,2018-01-22T08:00:00,36,17.0
10936,27 Glebeholme Boulevard,EB,,31,"{'type': 'Point', 'coordinates': (-79.337171, 43.683109)}",20,Weekdays from 7 AM - 9 PM,620,Glebeholme Blvd EB ,30,2019-04-03T09:00:00,36,14.0
10937,21 Lesmount Avenue,SB,,31,"{'type': 'Point', 'coordinates': (-79.340391, 43.690467)}",20,Weekdays from 7 AM - 9 PM,710,Lesmount Ave SB ,30,2019-01-03T14:00:00,36,14.0
10938,93 Strathmore Boulevard,EB,,31,"{'type': 'Point', 'coordinates': (-79.336647, 43.681352)}",20,Weekdays from 7 AM - 9 PM,715,Stratmore Blvd EB ,30,2019-04-03T08:00:00,36,14.0
10939,147 Durant Avenue,NB,,31,"{'type': 'Point', 'coordinates': (-79.330374, 43.694512)}",20,Weekdays from 7 AM - 9 PM,738,Durant Ave NB ,30,2019-11-21T14:00:00,36,14.0
10940,164 Cherokee Boulevard ,SB,2020-10-16T14:00:00,31,"{'type': 'Point', 'coordinates': (-79.3371011467549, 43.7924072345615)}",20,Weekdays from 7 AM - 9 PM,349,Cherokee Blvd SB ,30,2017-02-24T10:00:00,36,17.0
10941,129 Durant Avenue,WB,,41,"{'type': 'Point', 'coordinates': (-79.329685, 43.693855)}",5,Weekdays from 7 AM - 9 PM,747,Cosburn Ave WB ,40,2019-11-21T14:00:00,46,14.0
10942,501 Cosburn Avenue,EB,,41,"{'type': 'Point', 'coordinates': (-79.331879, 43.693257)}",5,Weekdays from 7 AM - 9 PM,804,Cosburn Ave EB ,40,2019-11-21T14:00:00,46,14.0
10943,845 Coxwell Avenue,SB,,41,"{'type': 'Point', 'coordinates': (-79.32693, 43.691306)}",5,Weekdays from 7 AM - 9 PM,860,Coxwell Ave SB ,40,2019-12-05T14:00:00,46,14.0
10944,520 Cosburn Avenue,SB,,31,"{'type': 'Point', 'coordinates': (-79.330745, 43.694763)}",20,Weekdays from 7 AM - 9 PM,866,Durant Ave SB ,30,2019-11-28T10:00:00,36,14.0
10945,4 Burnside Drive,NB,,41,"{'type': 'Point', 'coordinates': (-79.41657900000001, 43.67875)}",5,Weekdays from 7 AM - 9 PM,2580,Bathurst St NB ,40,2021-01-07T09:00:00,46,12.0
10946,13 Coatsworth Crescent,NB,,41,"{'type': 'Point', 'coordinates': (-79.321861, 43.679049)}",5,Weekdays from 7 AM - 9 PM,914,Coxwell Ave NB ,40,2020-01-15T10:00:00,46,14.0
10947,641 Warden Avenue,NB,2022-03-04T14:00:00,51,"{'type': 'Point', 'coordinates': (-79.275795, 43.699761)}",30,Weekdays from 7 AM - 9 PM,2557,Warden Ave NB ,50,2020-11-25T09:00:00,56,20.0
10948,36 Plains Road,WB,,31,"{'type': 'Point', 'coordinates': (-79.331866, 43.695311000000004)}",20,Weekdays from 7 AM - 9 PM,983,Plains Ave WB ,30,2020-01-15T10:00:00,36,14.0
10949,615 Seneca Hill Drive  ,EB,2020-04-15T23:00:00,41,"{'type': 'Point', 'coordinates': (-79.3521215172382, 43.7906840292852)}",30,Weekdays from 7 AM - 9 PM,619,Seneca Hill Dr EB ,40,2016-11-10T13:00:00,46,17.0
10950,245 Riverdale Avenue,EB,,41,"{'type': 'Point', 'coordinates': (-79.342871, 43.670906)}",5,Weekdays from 7 AM - 9 PM,1929,Riverdale Ave EB ,40,2020-02-20T10:00:00,46,14.0
10951,132 ST PATRICK ST,SB,2022-04-11T14:00:00,31,"{'type': 'Point', 'coordinates': (-79.3901314009, 43.653924788795)}",20,Weekdays from 7 AM - 9 PM,2877,ST PATRICK ST SB ,30,2022-03-11T08:00:00,36,10.0
10952,TWEEDSMUIR AVE 66M S/OF HEATH ST W,SB,,31,"{'type': 'Point', 'coordinates': (-79.414068167596, 43.685669131543)}",20,Weekdays from 7 AM - 9 PM,2848,TWEEDSMUIR AVE SB ,30,2022-02-28T13:00:00,36,12.0
10953,342 BANBURY RD,SB,,31,"{'type': 'Point', 'coordinates': (-79.370862635783, 43.7539034724)}",20,Weekdays from 7 AM - 9 PM,3487,BANBURY RD SB ,30,2022-04-22T11:00:00,36,15.0
10954,446 Queen Street East,WB,,41,"{'type': 'Point', 'coordinates': (-79.36095300000001, 43.656437)}",5,Weekdays from 7 AM - 9 PM,978,Queen St WB ,40,2020-01-14T11:00:00,46,13.0
10955,555 Mortimer Avenue,NB,,31,"{'type': 'Point', 'coordinates': (-79.328029, 43.68927)}",20,Weekdays from 7 AM - 9 PM,854,Durant Ave NB ,30,2019-12-02T14:00:00,36,14.0
10956,299 Lesmount Avenue,NB,,41,"{'type': 'Point', 'coordinates': (-79.341226, 43.690307)}",5,Weekdays from 7 AM - 9 PM,933,Donlands Ave NB ,40,2020-01-30T10:00:00,46,14.0
10957,932 Dundas Street East,WB,,41,"{'type': 'Point', 'coordinates': (-79.348912, 43.663121000000004)}",5,Weekdays from 7 AM - 9 PM,1955,Dundas St E WB ,40,2020-03-02T12:00:00,46,14.0
10958,75 Cactus Avenue,NB,2021-08-26T09:00:00,41,"{'type': 'Point', 'coordinates': (-79.433148, 43.789185)}",5,Weekdays from 7 AM - 9 PM,82,Cactus Ave NB ,40,2019-08-02T08:00:00,46,18.0
10959,60 Fenley Drive,WB,2022-08-16T05:00:00,31,"{'type': 'Point', 'coordinates': (-79.55023, 43.690895)}",20,Weekdays from 7 AM - 9 PM,610,Poynter Dr WB ,30,2019-03-11T07:00:00,36,2.0
10960,220 Langley Avenue,WB,,41,"{'type': 'Point', 'coordinates': (-79.34240500000001, 43.670148)}",5,Weekdays from 7 AM - 9 PM,1992,Langley Ave WB ,40,2020-02-18T11:00:00,46,14.0
10961,157 Avondale Avenue ,,2017-03-01T12:00:00,41,"{'type': 'Point', 'coordinates': (-79.4012703152256, 43.7600937108597)}",30,Weekdays from 7 AM - 9 PM,135,Avondale ,40,2016-01-01T10:00:00,46,18.0
10962,366 Jones Avenue,SB,,31,"{'type': 'Point', 'coordinates': (-79.33749, 43.673356)}",20,Weekdays from 7 AM - 9 PM,2011,Jones Ave SB ,30,2020-02-28T11:00:00,36,14.0
10963,260 Riverdale Avenue,WB,,41,"{'type': 'Point', 'coordinates': (-79.342517, 43.67117300000001)}",5,Weekdays from 7 AM - 9 PM,2043,Riverdale Ave WB ,40,2020-02-19T09:00:00,46,14.0
10964,210 Langley Avenue,EB,,41,"{'type': 'Point', 'coordinates': (-79.342879, 43.669923000000004)}",5,Weekdays from 7 AM - 9 PM,2026,Langley Ave EB ,40,2020-02-18T10:00:00,46,14.0
10965,129 Carlaw Avenue,NB,,51,"{'type': 'Point', 'coordinates': (-79.339288, 43.659326)}",30,Weekdays from 7 AM - 9 PM,2132,Carlaw Ave NB ,50,2020-03-31T13:00:00,56,14.0
10966,Burncrest Road,WB,,31,"{'type': 'Point', 'coordinates': (-79.351083, 43.687878)}",20,Weekdays from 7 AM - 9 PM,2618,Gowan Ave WB C,30,2021-02-09T11:00:00,36,14.0
10967,Kennedy Road,EB,,31,"{'type': 'Point', 'coordinates': (-79.352387, 43.670791)}",20,Weekdays from 7 AM - 9 PM,2620,Bain Ave EB C ,30,2021-02-09T13:00:00,36,14.0
10968,473 Jones Avenue,SB,,41,"{'type': 'Point', 'coordinates': (-79.338539, 43.676234)}",5,Weekdays from 7 AM - 9 PM,2133,Byng Ave SB ,40,2020-04-02T14:00:00,46,14.0
10969,473 Jones Avenue,NB,,41,"{'type': 'Point', 'coordinates': (-79.338539, 43.676234)}",5,Weekdays from 7 AM - 9 PM,2163,Jones Ave NB ,40,2020-04-17T00:00:00,46,14.0
10970,87M S/OF STRATHCONA AVE,NB,,41,"{'type': 'Point', 'coordinates': (-79.339579, 43.675892)}",5,Weekdays from 7 AM - 9 PM,2795,BLAKE ST NB ,40,2021-08-18T14:00:00,46,14.0
10971,396 Belsize Drive,WB,,31,"{'type': 'Point', 'coordinates': (-79.376252, 43.704903)}",20,Weekdays from 7 AM - 9 PM,160,Belsize Dr WB ,30,2019-01-03T15:00:00,36,15.0
10972,120 Cactus Avenue  ,,2017-03-01T12:00:00,41,"{'type': 'Point', 'coordinates': (-79.4339557142791, 43.7915649999887)}",30,Weekdays from 7 AM - 9 PM,355,Cactus ,40,2016-01-01T00:00:00,46,18.0
10973,LESLIE ST 132M S/OF LAWRENCE ACE,SB,,51,"{'type': 'Point', 'coordinates': (-79.355809256973, 43.7332671681)}",30,Weekdays from 7 AM - 9 PM,31580,LESLIE ST SB ,50,2022-10-21T11:00:00,56,15.0
10974,75/79 THORNCLIFFE PARK DR,NB,,41,"{'type': 'Point', 'coordinates': (-79.342716051287, 43.705652196151)}",5,Weekdays from 7 AM - 9 PM,31714,THORNCLIFFE PARK DR NB ,40,2022-10-21T11:00:00,46,15.0
10975,84 Norton Avenue ,,2017-03-01T12:00:00,41,"{'type': 'Point', 'coordinates': (-79.4091023655495, 43.7731412963462)}",30,Weekdays from 7 AM - 9 PM,402,Kenneth ,40,2016-01-01T00:00:00,46,18.0
10976,321 Hollywood Avenue ,,2017-03-01T12:00:00,41,"{'type': 'Point', 'coordinates': (-79.3945969791952, 43.7694496762225)}",30,Weekdays from 7 AM - 9 PM,422,Hollywood ,40,2016-01-01T00:00:00,46,18.0
10977,1 Versailles Court,EB,,51,"{'type': 'Point', 'coordinates': (-79.375956, 43.750273)}",30,Weekdays from 7 AM - 9 PM,451,York Mills Rd EB ,50,2019-04-12T06:00:00,56,15.0
10978,378 Banbury Road,SB,,31,"{'type': 'Point', 'coordinates': (-79.371364, 43.756183)}",20,Weekdays from 7 AM - 9 PM,509,Banbury Rd SB ,30,2019-03-08T08:00:00,36,15.0
10979,Burncrest Road,WB,,31,"{'type': 'Point', 'coordinates': (-79.351083, 43.687878)}",20,Weekdays from 7 AM - 9 PM,2625,Gowan Ave WB ,30,2021-02-11T00:00:00,36,14.0
10980,181 Cleveland Street,SB,,31,"{'type': 'Point', 'coordinates': (-79.377696, 43.705672)}",20,Weekdays from 7 AM - 9 PM,528,Cheston Rd SB ,30,2019-01-03T14:00:00,36,15.0
10981,224 Ellerslie Avenue  ,,2017-03-01T12:00:00,41,"{'type': 'Point', 'coordinates': (-79.4242353888119, 43.7693683263096)}",30,Weekdays from 7 AM - 9 PM,599,Ellerslie ,40,2016-01-01T00:00:00,46,18.0
10982,THORNCLIFFE PARK DR 193M S/OF OVERLEA BLVD,SB,,41,"{'type': 'Point', 'coordinates': (-79.342902645605, 43.705681322646)}",5,Weekdays from 7 AM - 9 PM,32726,THORNCLIFFE PARK DR SB ,40,2022-10-21T11:00:00,46,15.0
10983,16 Gateway Boulevard,EB,,41,"{'type': 'Point', 'coordinates': (-79.332705, 43.710406)}",30,Weekdays from 8 AM - 5 PM,667,Gateway Blvd EB ,40,2017-05-26T12:00:00,46,16.0
10984,doris,WB,,31,"{'type': 'Point', 'coordinates': (-79.3812274167025, 43.7174366324867)}",20,Weekdays from 7 AM - 9 PM,581,Mimico Ave WB ,30,2019-03-20T07:00:00,36,15.0
10985,301 Banbury Road,WB,,51,"{'type': 'Point', 'coordinates': (-79.37079, 43.751548)}",30,Weekdays from 7 AM - 9 PM,604,York Mills Rd WB ,50,2019-04-12T08:00:00,56,15.0
10986,211 Bessborough Drive,NB,,31,"{'type': 'Point', 'coordinates': (-79.37083100000001, 43.707137)}",20,Weekdays from 7 AM - 9 PM,695,Bessborough Dr NB ,30,2019-07-22T11:00:00,36,15.0
10987,DENLOW BLVD 79M E/OF HAMLET GT,WB,,31,"{'type': 'Point', 'coordinates': (-79.36315088361401, 43.745467135364)}",20,Weekdays from 7 AM - 9 PM,2844,DENLOW BLVD WB ,30,2022-02-28T12:00:00,36,15.0
10988,47 RANLEIGH AVE,EB,,31,"{'type': 'Point', 'coordinates': (-79.401299575931, 43.727859280291)}",20,Weekdays from 7 AM - 9 PM,2858,RANLEIGH AVE EB ,30,2022-03-01T12:00:00,36,15.0
10989,LESLIE ST 228M S/OF LAWRENCE AVE,NB,,51,"{'type': 'Point', 'coordinates': (-79.355362303265, 43.732316937763)}",30,Weekdays from 7 AM - 9 PM,33448,LESLIE ST NB ,50,2022-10-21T11:00:00,56,16.0
10990,105/111 SLOANE AVE,NB,,41,"{'type': 'Point', 'coordinates': (-79.309823246744, 43.731190906571)}",5,Weekdays from 7 AM - 9 PM,40604,SLOANE AVE NB ,40,2022-12-05T14:00:00,46,16.0
10991,44 Roanoke Road,WB,,41,"{'type': 'Point', 'coordinates': (-79.323498, 43.742384)}",30,Weekdays from 7 AM - 9 PM,25,Roanoke Rd WB ,40,2019-04-15T12:00:00,46,16.0
10992,224 Ellerslie Avenue  ,WB,2017-03-01T12:00:00,41,"{'type': 'Point', 'coordinates': (-79.4242353888119, 43.7693683263096)}",30,Weekdays from 7 AM - 9 PM,2156,Ellerslie Ave WB ,40,2020-04-16T00:00:00,46,18.0
10993,157 Avondale Avenue ,EB,2017-03-01T12:00:00,41,"{'type': 'Point', 'coordinates': (-79.4012703152256, 43.7600937108597)}",30,Weekdays from 7 AM - 9 PM,2159,Avondale Ave EB ,40,2020-04-16T00:00:00,46,18.0
10994,120 Cactus Avenue  ,SB,2017-03-01T12:00:00,41,"{'type': 'Point', 'coordinates': (-79.4339557142791, 43.7915649999887)}",30,Weekdays from 7 AM - 9 PM,2162,Cactus Ave SB ,40,2020-04-16T00:00:00,46,18.0
10995,BROADLANDS BLVD 21M E/OF CORAL COVE CRES,EB,,41,"{'type': 'Point', 'coordinates': (-79.316680387449, 43.745198291154)}",5,Weekdays from 7 AM - 9 PM,41331,BROADLANDS BLVD EB ,40,2022-12-05T10:00:00,46,16.0
10996,OPP 117 SLOANE AVE,SB,,41,"{'type': 'Point', 'coordinates': (-79.310194320444, 43.731810712842)}",5,Weekdays from 7 AM - 9 PM,41437,SLOANE AVE SB ,40,2022-12-05T14:00:00,46,16.0
